Year,Ward code,Borough,Ward,Name,Party,Votes,Elected,Rank,Ballot position,Party position,Num candidates
2010,00AQGQ,Harrow,Roxbourne,"Henson, Graham D.",Lab,2596,True,3,3,3,9
2010,00AQGQ,Harrow,Roxbourne,"Keitheeswaran, Keith",Cons,1437,False,4,4,1,9
2010,00AQGQ,Harrow,Roxbourne,"Stevenson, Norman S.",Cons,1437,False,5,8,3,9
2010,00AQGQ,Harrow,Roxbourne,"Selvathurai, Shivakuru",Cons,1419,False,6,6,2,9
2010,00AQGQ,Harrow,Roxbourne,"Knight, John W.",Lib Dem,1012,False,7,5,1,9
2010,00AQGQ,Harrow,Roxbourne,"Skipworth, John C.",Lib Dem,901,False,8,7,2,9
2010,00AQGQ,Harrow,Roxbourne,"Varsani, Vipin P.",Lib Dem,799,False,9,9,3,9
2010,00AQGR,Harrow,Roxeth,"Miles, Jeremy J.",Lab,2618,True,1,5,2,9
2010,00AQGR,Harrow,Roxeth,"Idaikkadar, Thayapara",Lab,2514,True,2,2,1,9
2010,00AQGR,Harrow,Roxeth,"Ray, Radhikaranjan",Lab,2415,True,3,7,3,9
2010,00AQGR,Harrow,Roxeth,"Peterpillai, Ansela",Cons,1531,False,4,6,2,9
2010,00AQGR,Harrow,Roxeth,"Markwell, Gary",Cons,1524,False,5,4,1,9
2010,00AQGR,Harrow,Roxeth,"Sims, Golsie",Cons,1425,False,6,9,3,9
2010,00AQGR,Harrow,Roxeth,"Clarke, Donald S.",Lib Dem,1030,False,7,1,1,9
2010,00AQGR,Harrow,Roxeth,"Lane, Nicola J.",Lib Dem,916,False,8,3,2,9
2010,00AQGR,Harrow,Roxeth,"Sayer, Michael R.",Lib Dem,842,False,9,8,3,9
2010,00AQGS,Harrow,Stanmore Park,"Bath, Camilla M.A.",Cons,3586,True,1,1,1,8
2010,00AQGS,Harrow,Stanmore Park,"Bednell, Christine A.",Cons,3516,True,2,2,2,8
2010,00AQGS,Harrow,Stanmore Park,"Versallion, Mark A.",Cons,2954,True,3,7,3,8
2010,00AQGS,Harrow,Stanmore Park,"Mcnulty, Eileen",Lab,1255,False,4,5,3,8
2010,00AQGS,Harrow,Stanmore Park,"Groves, Ann T.",Lab,1119,False,5,3,1,8
2010,00AQGS,Harrow,Stanmore Park,"James, Trevor",Lab,1072,False,6,4,2,8
2010,00AQGS,Harrow,Stanmore Park,"Warshaw, Sylvia",Lib Dem,825,False,7,8,2,8
2010,00AQGS,Harrow,Stanmore Park,"Thomas, Cliff",Lib Dem,805,False,8,6,1,8
2010,00AQGT,Harrow,Wealdstone,"Ferry, Keith F.",Lab,2503,True,1,2,1,7
2010,00AQGT,Harrow,Wealdstone,"O'Dell, Phillip W.",Lab,2452,True,2,3,2,7
2010,00AQGT,Harrow,Wealdstone,"Shah, Rajeshri N.",Lab,2199,True,3,7,3,7
2010,00AQGT,Harrow,Wealdstone,"Dhalla, Akil T.",Cons,1452,False,4,1,1,7
2010,00AQGT,Harrow,Wealdstone,"Parmar, Manju",Cons,1414,False,5,5,2,7
2010,00AQGT,Harrow,Wealdstone,"Rabadia, Kanti",Cons,1278,False,6,6,3,7
2010,00AQGT,Harrow,Wealdstone,"O'Reilly, Sheila A.M.",Lib Dem,1244,False,7,4,1,7
2010,00AQGU,Harrow,West Harrow,"Gate, Brian E.",Lab,2197,True,1,3,1,9
2010,00AQGU,Harrow,West Harrow,"Marikar, Kairul K.",Lab,1831,True,2,6,2,9
2010,00AQGU,Harrow,West Harrow,"Stoodley, William J.",Lab,1783,True,3,9,3,9
2010,00AQGU,Harrow,West Harrow,"Patel, Anjana",Cons,1767,False,4,8,3,9
2010,00AQGU,Harrow,West Harrow,"Hooper, Dan",Cons,1760,False,5,5,1,9
2010,00AQGU,Harrow,West Harrow,"Merison, Julia",Cons,1651,False,6,7,2,9
2010,00AQGU,Harrow,West Harrow,"Clapp, Robert",Lib Dem,1056,False,7,1,1,9
2010,00AQGU,Harrow,West Harrow,"Courtenage, Simon A.",Lib Dem,871,False,8,2,2,9
2010,00AQGU,Harrow,West Harrow,"Hofman, Mark J.",Lib Dem,797,False,9,4,3,9
2010,00ARGC,Havering,Brooklands,"Benham, Robert M.J.",Cons,3026,True,1,1,1,9
2010,00ARGC,Havering,Brooklands,"Osborne, Frederick A.",Cons,2905,True,2,6,2,9
2010,00ARGC,Havering,Brooklands,"Tebbutt, Henry A.",Cons,2776,True,3,8,3,9
2010,00ARGC,Havering,Brooklands,"Mahon, Eamonn M.",Lab,1967,False,4,4,1,9
2010,00ARGC,Havering,Brooklands,"Young, Dan",Lab,1783,False,5,9,3,9
2010,00ARGC,Havering,Brooklands,"Reid, John P.",Lab,1748,False,6,7,2,9
2010,00ARGC,Havering,Brooklands,"Davies, Peter C.",Lib Dem,1346,False,7,2,1,9
2010,00ARGC,Havering,Brooklands,"Mulliner, Madge V.",Lib Dem,1088,False,8,5,3,9
2010,00ARGC,Havering,Brooklands,"Kruzycka, Karen H.",Lib Dem,1063,False,9,3,2,9
2010,00ARGD,Havering,Cranham,"Long, Jackie",Cons,2202,False,1,3,2,6
2010,00ARGD,Havering,Cranham,"Freer, Pamela A.",Cons,2085,False,2,2,1,6
2010,00ARGD,Havering,Cranham,"Monk, Terry",Cons,1993,False,3,5,3,6
2010,00ARGD,Havering,Cranham,"Mckernan, John",Lab,635,False,4,4,2,6
2010,00ARGD,Havering,Cranham,"Chalk, Patrick W.",Lab,625,False,5,1,1,6
2010,00ARGD,Havering,Cranham,"Willis, Diane F.",Lab,445,False,6,6,3,6
2010,00ARGE,Havering,Elm Park,"Brace, Jeff",Cons,2375,True,1,1,1,6
2010,00ARGE,Havering,Elm Park,"Oddy, Barry J.",Cons,2272,True,2,6,3,6
2010,00ARGE,Havering,Elm Park,"Evans, Jeremy R.",Cons,2213,True,3,3,2,6
2010,00ARGE,Havering,Elm Park,"Carr, Graham M.",Lab,1949,False,4,2,1,6
2010,00ARGE,Havering,Elm Park,"James, Ian",Lab,1699,False,5,4,2,6
2010,00ARGE,Havering,Elm Park,"Jiggens, Susan A.",Lab,1639,False,6,5,3,6
2010,00ARGF,Havering,Emerson Park,"Ramsey, Roger E.",Cons,3851,True,1,5,2,6
2010,00ARGF,Havering,Emerson Park,"Kelly, Steven J.",Cons,3507,True,2,3,1,6
2010,00ARGF,Havering,Emerson Park,"Rochford, Paul N.",Cons,3331,True,3,6,3,6
2010,00ARGF,Havering,Emerson Park,"Darvill, Julia B.",Lab,1238,False,4,2,2,6
2010,00ARGF,Havering,Emerson Park,"Purnell, Christopher W.",Lab,1139,False,5,4,3,6
2010,00ARGF,Havering,Emerson Park,"Brindley, Neil W.",Lab,1133,False,6,1,1,6
2010,00ARGG,Havering,Gooshays,"Murray, Pat",Lab,1869,True,1,4,2,6
2010,00ARGG,Havering,Gooshays,"Bull, Dennis R.",Cons,1682,True,2,2,1,6
2010,00ARGG,Havering,Gooshays,"Wells, Keith F.",Cons,1614,True,3,6,3,6
2010,00ARGG,Havering,Gooshays,"Stafford, Jeff",Lab,1603,False,4,5,3,6
2010,00ARGG,Havering,Gooshays,"Agostini-Reynolds, Ily",Lab,1562,False,5,1,1,6
2010,00ARGG,Havering,Gooshays,"Llewellyn-Rothschild, Marcus C.S.",Cons,1551,False,6,3,2,6
2010,00ARGH,Havering,Hacton,"Baumber, Pat",Cons,2165,False,1,2,1,6
2010,00ARGH,Havering,Hacton,"Mckenzie, Christine A.",Cons,1985,False,2,4,3,6
2010,00ARGH,Havering,Hacton,"Edes, Ruth",Cons,1857,False,3,3,2,6
2010,00ARGH,Havering,Hacton,"Baglin, Edward F.",Lab,887,False,4,1,1,6
2010,00ARGH,Havering,Hacton,"Roach, Allen H.",Lab,801,False,5,5,2,6
2010,00ARGH,Havering,Hacton,"Vann, Kathleen A.",Lab,768,False,6,6,3,6
2010,00ARGJ,Havering,Harold Wood,"Kelly, Lesley S.",Cons,1958,True,1,6,2,9
2010,00ARGJ,Havering,Harold Wood,"Light, Pamela M.",Cons,1868,True,2,7,3,9
2010,00ARGJ,Havering,Harold Wood,"Clark, John A.",Cons,1738,False,3,1,1,9
2010,00ARGJ,Havering,Harold Wood,"Coles, Jonathan W.A.",Lib Dem,1347,False,4,3,1,9
2010,00ARGJ,Havering,Harold Wood,"Coles, Pamela A.",Lib Dem,1330,False,5,4,2,9
2010,00ARGJ,Havering,Harold Wood,"Sanderson, Ian V.",Lib Dem,1074,False,6,8,3,9
2010,00ARGJ,Havering,Harold Wood,"Clark, Ken",Lab,962,False,7,2,1,9
2010,00ARGJ,Havering,Harold Wood,"Hetchin, Ben J.",Lab,848,False,8,5,2,9
2010,00ARGJ,Havering,Harold Wood,"Willis, Sean L.",Lab,812,False,9,9,3,9
2010,00ARGK,Havering,Havering Park,"Taylor, Billy J.",Cons,2910,True,1,6,3,6
2010,00ARGK,Havering,Havering Park,"Binion, Sandra C.",Cons,2889,True,2,1,1,6
2010,00ARGK,Havering,Havering Park,"Starns, Geoff",Cons,2849,True,3,5,2,6
2010,00ARGK,Havering,Havering Park,"Mcinerney, Peter J.",Lab,853,False,4,3,2,6
2010,00ARGK,Havering,Havering Park,"Mccole, John",Lab,806,False,5,2,1,6
2010,00ARGK,Havering,Havering Park,"Stacey, Irene R.",Lab,769,False,6,4,3,6
2010,00ARGL,Havering,Heaton,"Darvill, Keith E.",Lab,1823,True,1,2,1,6
2010,00ARGL,Havering,Heaton,"O`Flynn, Denis R.",Lab,1739,True,2,5,3,6
2010,00ARGL,Havering,Heaton,"Mcgeary, Paul S.",Lab,1696,True,3,4,2,6
2010,00ARGL,Havering,Heaton,"Fox, Christine S.",Cons,1614,False,4,3,2,6
2010,00ARGL,Havering,Heaton,"Clark, Pat",Cons,1566,False,5,1,1,6
2010,00ARGL,Havering,Heaton,"Ryan, Chris",Cons,1521,False,6,6,3,6
2010,00ARGM,Havering,Hylands,"Galpin, Georgina V.",Cons,3102,True,1,3,1,6
2010,00ARGM,Havering,Hylands,"Gardner, Peter C.",Cons,2815,True,2,4,2,6
2010,00ARGM,Havering,Hylands,"White, Damian J.",Cons,2661,True,3,5,3,6
2010,00ARGM,Havering,Hylands,"Alison, Sarah",Lab,1326,False,4,2,2,6
2010,00ARGM,Havering,Hylands,"White, Herbie",Lab,1141,False,5,6,3,6
2010,00ARGM,Havering,Hylands,"Agunbiade, Michael A.O.",Lab,1005,False,6,1,1,6
2010,00ARGN,Havering,Mawneys,"Trew, Linda A.",Cons,2962,True,1,5,2,6
2010,00ARGN,Havering,Mawneys,"Wallace, Melvin J.",Cons,2801,True,2,6,3,6
2010,00ARGN,Havering,Mawneys,"Dervish, Osman A.",Cons,2778,True,3,1,1,6
2010,00ARGN,Havering,Mawneys,"Maker, Susan L.",Lab,1462,False,4,2,1,6
2010,00ARGN,Havering,Mawneys,"Nichols, Daniel A.",Lab,1412,False,5,3,2,6
2010,00ARGN,Havering,Mawneys,"Porter, Jeffrey W.",Lab,1316,False,6,4,3,6
2010,00ARGP,Havering,Pettits,"Armstrong, Michael J.",Cons,3707,True,1,1,1,6
2010,00ARGP,Havering,Pettits,"Eden, Edward G.J.",Cons,3572,True,2,2,2,6
2010,00ARGP,Havering,Pettits,"Misir, Robby",Cons,3032,True,3,5,3,6
2010,00ARGP,Havering,Pettits,"Mcgeary, Siobhan A.",Lab,963,False,4,4,2,6
2010,00ARGP,Havering,Pettits,"Rogers, Sean K.",Lab,916,False,5,6,3,6
2010,00ARGP,Havering,Pettits,"Linus, Benjamin",Lab,890,False,6,3,1,6
2010,00ARGQ,Havering,Rainham & Wennington,"Ellis, Tony",Lab,1621,False,1,4,2,6
2010,00ARGQ,Havering,Rainham & Wennington,"Edwards, Sharon A.",Cons,1166,False,2,3,2,6
2010,00ARGQ,Havering,Rainham & Wennington,"Cockling, Paul C.",Cons,1105,False,3,1,1,6
2010,00ARGQ,Havering,Rainham & Wennington,"Earley, Martin F.",Lab,1042,False,4,2,1,6
2010,00ARGQ,Havering,Rainham & Wennington,"Hitchin, Michael P.",Lab,1008,False,5,5,3,6
2010,00ARGQ,Havering,Rainham & Wennington,"Walsh, Matthew P.",Cons,903,False,6,6,3,6
2010,00ARGR,Havering,Romford Town,"Curtin, Andrew S.",Cons,3198,True,1,3,2,6
2010,00ARGR,Havering,Romford Town,"Brice-Thompson, Wendy",Cons,3186,True,2,2,1,6
2010,00ARGR,Havering,Romford Town,"Thompson, Frederick H.V.",Cons,2993,True,3,6,3,6
2010,00ARGR,Havering,Romford Town,"Maker, James E.",Lab,1612,False,4,4,2,6
2010,00ARGR,Havering,Romford Town,"Badruddin, Pervez",Lab,1564,False,5,1,1,6
2010,00ARGR,Havering,Romford Town,"Omotayo, Joseph",Lab,1518,False,6,5,3,6
2010,00ARGS,Havering,Saint Andrews,"Pain, Garry L.",Cons,2397,True,1,5,1,9
2010,00ARGS,Havering,Saint Andrews,"Perry, Bob",Cons,2342,False,2,7,3,9
2010,00ARGS,Havering,Saint Andrews,"Passannante, Gloria K.",Cons,1977,False,3,6,2,9
2010,00ARGS,Havering,Saint Andrews,"Carr, Georgina M.",Lab,1088,False,4,2,2,9
2010,00ARGS,Havering,Saint Andrews,"Bramley, Graham J.",Lab,1032,False,5,1,1,9
2010,00ARGS,Havering,Saint Andrews,"Davis, Janet P.",Lab,997,False,6,4,3,9
2010,00ARGS,Havering,Saint Andrews,"Spence, Peter B.",Lib Dem,636,False,7,8,2,9
2010,00ARGS,Havering,Saint Andrews,"Coles, Geoffrey J.",Lib Dem,609,False,8,3,1,9
2010,00ARGS,Havering,Saint Andrews,"Taffs, Keith I.",Lib Dem,493,False,9,9,3,9
2010,00ARGT,Havering,South Hornchurch,"Bennett, Rebbecca L.",Cons,1947,True,1,1,1,6
2010,00ARGT,Havering,South Hornchurch,"Breading, Denis R.",Lab,1746,True,2,2,1,6
2010,00ARGT,Havering,South Hornchurch,"Hatch, Daniel",Cons,1659,False,3,3,2,6
2010,00ARGT,Havering,South Hornchurch,"Jaques, Stephen K.",Lab,1596,False,4,4,2,6
2010,00ARGT,Havering,South Hornchurch,"Vincent, Bryan T.",Lab,1540,False,5,6,3,6
2010,00ARGT,Havering,South Hornchurch,"Persaud, Viddy",Cons,1483,False,6,5,3,6
2010,00ARGU,Havering,Squirrel's Heath,"Thorpe, Lynden A.",Cons,4081,True,1,5,2,6
2010,00ARGU,Havering,Squirrel's Heath,"Munday, Eric",Cons,4021,True,2,4,1,6
2010,00ARGU,Havering,Squirrel's Heath,"White, Michael J.",Cons,3699,True,3,6,3,6
2010,00ARGU,Havering,Squirrel's Heath,"Ducker, Anne-Marie",Lab,1292,False,4,2,2,6
2010,00ARGU,Havering,Squirrel's Heath,"Bourne, Craig A.",Lab,1241,False,5,1,1,6
2010,00ARGU,Havering,Squirrel's Heath,"Fayokun, Ola",Lab,1101,False,6,3,3,6
2010,00ARGW,Havering,Upminster,"Bull, Catherine",Cons,1939,False,1,2,2,6
2010,00ARGW,Havering,Upminster,"Bruniges, Alan M.",Cons,1636,False,2,1,1,6
2010,00ARGW,Havering,Upminster,"Mckenzie, Sandy",Cons,1378,False,3,6,3,6
2010,00ARGW,Havering,Upminster,"Darvill, Simon M.",Lab,742,False,4,3,1,6
2010,00ARGW,Havering,Upminster,"Harris, Rachel L.",Lab,531,False,5,4,2,6
2010,00ARGW,Havering,Upminster,"Lindsay, Margaret C.",Lab,531,False,6,5,3,6
2010,00ASGG,Hillingdon,Barnhill,"Major, John R.",Lab,3305,True,1,7,3,9
2010,00ASGG,Hillingdon,Barnhill,"Bliss, Lindsay",Lab,3253,True,2,1,1,9
2010,00ASGG,Hillingdon,Barnhill,"Ghei, Roshan L.",Lab,3027,True,3,5,2,9
2010,00ASGG,Hillingdon,Barnhill,"Fewkes, Gordon J.H.",Cons,1273,False,4,4,2,9
2010,00ASGG,Hillingdon,Barnhill,"Heer, Sarwan S.",Cons,1221,False,5,6,3,9
2010,00ASGG,Hillingdon,Barnhill,"Choudhary, Tariq R.",Cons,1189,False,6,2,1,9
2010,00ASGG,Hillingdon,Barnhill,"Cope, Jennifer E.",Lib Dem,669,False,7,3,1,9
2010,00ASGG,Hillingdon,Barnhill,"Outhwaite, Mary",Lib Dem,544,False,8,8,2,9
2010,00ASGG,Hillingdon,Barnhill,"Veitch, Verna",Lib Dem,400,False,9,9,3,9
2010,00ASGH,Hillingdon,Botwell,"Gardner, Janet E.",Lab,3282,True,1,3,1,9
2010,00ASGH,Hillingdon,Botwell,"Jarjussey, Phoday S.",Lab,2895,True,2,6,2,9
2010,00ASGH,Hillingdon,Botwell,"Khursheed, Mohammed",Lab,2869,True,3,7,3,9
2010,00ASGH,Hillingdon,Botwell,"Horn, Graham E.M.",Cons,1671,False,4,5,2,9
2010,00ASGH,Hillingdon,Botwell,"Chamdal, Roy",Cons,1574,False,5,2,1,9
2010,00ASGH,Hillingdon,Botwell,"Smallwood, Peter W.",Cons,1570,False,6,9,3,9
2010,00ASGH,Hillingdon,Botwell,"Healy, Michael J.",Lib Dem,816,False,7,4,2,9
2010,00ASGH,Hillingdon,Botwell,"Bakhai, Nigel",Lib Dem,661,False,8,1,1,9
2010,00ASGH,Hillingdon,Botwell,"Parsonage, Neville G.",Lib Dem,644,False,9,8,3,9
2010,00ASGJ,Hillingdon,Brunel,"Jenkins, Sandra",Cons,2542,True,1,7,1,9
2010,00ASGJ,Hillingdon,Brunel,"Stead, Brian",Cons,2235,True,2,9,3,9
2010,00ASGJ,Hillingdon,Brunel,"Mills, Richard J.",Cons,2219,True,3,8,2,9
2010,00ASGJ,Hillingdon,Brunel,"Campbell, John",Lab,1590,False,4,4,2,9
2010,00ASGJ,Hillingdon,Brunel,"Chopping, Iain R.",Lab,1383,False,5,5,3,9
2010,00ASGJ,Hillingdon,Brunel,"Atubo, Sharon M.",Lab,1347,False,6,2,1,9
2010,00ASGJ,Hillingdon,Brunel,"Bannister, Jason",Lib Dem,1052,False,7,3,2,9
2010,00ASGJ,Hillingdon,Brunel,"Grigg, John",Lib Dem,988,False,8,6,3,9
2010,00ASGJ,Hillingdon,Brunel,"Abdul-Motalib, Humam",Lib Dem,815,False,9,1,1,9
2010,00ASGK,Hillingdon,Cavendish,"Lavery, Edward F.",Cons,3254,True,1,5,2,9
2010,00ASGK,Hillingdon,Cavendish,"White, Michael",Cons,3134,True,2,9,3,9
2010,00ASGK,Hillingdon,Cavendish,"Graham, Raymond C.",Cons,3048,True,3,4,1,9
2010,00ASGK,Hillingdon,Cavendish,"Carey, Stephen J.",Lib Dem,1782,False,4,2,1,9
2010,00ASGK,Hillingdon,Cavendish,"Webb, Elaine",Lib Dem,1570,False,5,8,3,9
2010,00ASGK,Hillingdon,Cavendish,"Graham, Alan S.",Lib Dem,1546,False,6,3,2,9
2010,00ASGK,Hillingdon,Cavendish,"Mcdonald, Peter L.",Lab,891,False,7,6,2,9
2010,00ASGK,Hillingdon,Cavendish,"Birah, Mohinder S.",Lab,839,False,8,1,1,9
2010,00ASGK,Hillingdon,Cavendish,"Oliver, Sarah A.",Lab,804,False,9,7,3,9
2010,00ASGL,Hillingdon,Charville,"East, Beulah M.",Lab,2479,True,1,2,1,9
2010,00ASGL,Hillingdon,Charville,"O`Connor, Mary A.",Cons,2336,True,2,7,3,9
2010,00ASGL,Hillingdon,Charville,"Fyfe, Neil G.",Cons,2296,True,3,3,2,9
2010,00ASGL,Hillingdon,Charville,"Horne, David J.",Lab,2223,False,4,4,2,9
2010,00ASGL,Hillingdon,Charville,"Payne, Christopher G.",Lab,2176,False,5,8,3,9
2010,00ASGL,Hillingdon,Charville,"Bamber, Anwar",Cons,2127,False,6,1,1,9
2010,00ASGL,Hillingdon,Charville,"Jacobs, Geoffrey A.",Lib Dem,541,False,7,5,1,9
2010,00ASGL,Hillingdon,Charville,"Kitt, Ian W.",Lib Dem,527,False,8,6,2,9
2010,00ASGL,Hillingdon,Charville,"Winterbotham, Melanie M.",Lib Dem,444,False,9,9,3,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Dann, Catherine S.",Cons,4442,True,1,3,2,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Baker, Bruce A.",Cons,4248,True,2,1,1,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Payne, David W.",Cons,4088,True,3,8,3,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Barrand, Susan M.",Lib Dem,1255,False,4,2,1,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Kramer, Hilary J.",Lib Dem,1191,False,5,6,2,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Reap, Donald W.",Lib Dem,1118,False,6,9,3,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Herriott, David R.",Lab,974,False,7,5,2,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Major, Lesley A.P.",Lab,784,False,8,7,3,9
2010,00ASGM,Hillingdon,Eastcote And East Ruislip,"Garg, Abhilok",Lab,745,False,9,4,1,9
2010,00ASGN,Hillingdon,Harefield,"Barnes, Richard",Cons,1972,True,1,1,1,6
2010,00ASGN,Hillingdon,Harefield,"Higgins, Henry G.",Cons,1703,True,2,4,2,6
2010,00ASGN,Hillingdon,Harefield,"Faulkner, Tony",Lib Dem,804,False,3,3,1,6
2010,00ASGN,Hillingdon,Harefield,"Sculthorp, Hilary M.",Lib Dem,634,False,4,6,2,6
2010,00ASGN,Hillingdon,Harefield,"Eginton, Tony",Lab,542,False,5,2,1,6
2010,00ASGN,Hillingdon,Harefield,"Mcnamara, Rowena M.",Lab,505,False,6,5,2,6
2010,00ASGP,Hillingdon,Heathrow Villages,"Benson, David S.",Cons,1938,True,1,1,1,6
2010,00ASGP,Hillingdon,Heathrow Villages,"Nelson, June",Lab,1696,True,2,5,2,6
2010,00ASGP,Hillingdon,Heathrow Villages,"Brar, Sukhpal K.",Cons,1659,True,3,2,2,6
2010,00ASGP,Hillingdon,Heathrow Villages,"Burles, Anthony",Lab,1641,False,4,3,1,6
2010,00ASGP,Hillingdon,Heathrow Villages,"Dhillon, Santokh S.",Cons,1615,False,5,4,3,6
2010,00ASGP,Hillingdon,Heathrow Villages,"Singh, Jagjit",Lab,1604,False,6,6,3,6
2010,00ASGQ,Hillingdon,Hillingdon East,"Barker, Timothy R.J.",Cons,2595,True,1,1,1,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Bridges, Wayne P.",Cons,2387,True,2,2,2,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Jackson, Patricia M.",Cons,2345,True,3,6,3,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Clark, Martin J.",Lib Dem,1823,False,4,4,1,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Dollimore, Peter J.",Lib Dem,1713,False,5,5,2,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Stoneham, Vic",Lib Dem,1670,False,6,9,3,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Chandar, Ram R.",Lab,1362,False,7,3,1,9
2010,00ASGQ,Hillingdon,Hillingdon East,"New, Douglas A.",Lab,1234,False,8,7,2,9
2010,00ASGQ,Hillingdon,Hillingdon East,"Scallan, John",Lab,1201,False,9,8,3,9
2010,00ASGR,Hillingdon,Ickenham,"Puddifoot, Raymond J.",Cons,3999,True,1,8,2,9
2010,00ASGR,Hillingdon,Ickenham,"Hensley, John K.E.",Cons,3785,True,2,4,1,9
2010,00ASGR,Hillingdon,Ickenham,"Simmonds, David T.",Cons,3268,True,3,9,3,9
2010,00ASGR,Hillingdon,Ickenham,"Clark, Andrew",Lib Dem,997,False,4,2,1,9
2010,00ASGR,Hillingdon,Ickenham,"Buckingham, John",Lab,912,False,5,1,1,9
2010,00ASGR,Hillingdon,Ickenham,"Masters, Alan B.R.",Lib Dem,800,False,6,5,2,9
2010,00ASGR,Hillingdon,Ickenham,"Masters, Michelle H.",Lib Dem,794,False,7,6,3,9
2010,00ASGR,Hillingdon,Ickenham,"Fox, Kevin F.",Lab,728,False,8,3,2,9
2010,00ASGR,Hillingdon,Ickenham,"Oswell, John",Lab,694,False,9,7,3,9
2010,00ASGS,Hillingdon,Manor,"Mills, Douglas S.",Cons,2869,True,1,6,2,9
2010,00ASGS,Hillingdon,Manor,"O`Brien, Susan C.",Cons,2770,True,2,7,3,9
2010,00ASGS,Hillingdon,Manor,"Markham, Michael J.",Cons,2753,True,3,4,1,9
2010,00ASGS,Hillingdon,Manor,"Cox, Michael F.",Lib Dem,2640,False,4,1,1,9
2010,00ASGS,Hillingdon,Manor,"Galvin, David M.",Lib Dem,2017,False,5,3,2,9
2010,00ASGS,Hillingdon,Manor,"Snell, Susan M.",Lib Dem,1885,False,6,9,3,9
2010,00ASGS,Hillingdon,Manor,"Espley, Paul W.",Lab,811,False,7,2,1,9
2010,00ASGS,Hillingdon,Manor,"O`Shea, Anne",Lab,675,False,8,8,3,9
2010,00ASGS,Hillingdon,Manor,"Mathur, Shashi P.",Lab,592,False,9,5,2,9
2010,00ASGT,Hillingdon,Northwood,"Lewis, Richard A.",Cons,3399,True,1,4,1,9
2010,00ASGT,Hillingdon,Northwood,"Melvin, Carol",Cons,3259,True,2,6,2,9
2010,00ASGT,Hillingdon,Northwood,"Seaman-Digby, Scott M.",Cons,2861,True,3,9,3,9
2010,00ASGT,Hillingdon,Northwood,"Klein, Alan H.",Lib Dem,1104,False,4,3,2,9
2010,00ASGT,Hillingdon,Northwood,"Gallagher, Michael P.S.",Lib Dem,1039,False,5,1,1,9
2010,00ASGT,Hillingdon,Northwood,"Mallick, Saghaer A.",Lib Dem,862,False,6,5,3,9
2010,00ASGT,Hillingdon,Northwood,"Hubert, Edward I.",Lab,770,False,7,2,1,9
2010,00ASGT,Hillingdon,Northwood,"Pearson, Roland W.",Lab,760,False,8,7,2,9
2010,00ASGT,Hillingdon,Northwood,"Pearson, Sheila C.I.",Lab,727,False,9,8,3,9
2010,00ASGU,Hillingdon,Northwood Hills,"Bianco, Jonathan P.S.",Cons,2906,True,1,1,1,7
2010,00ASGU,Hillingdon,Northwood Hills,"Morgan, John R.",Cons,2645,True,2,5,2,7
2010,00ASGU,Hillingdon,Northwood Hills,"Retter, Andrew J.",Cons,2625,True,3,7,3,7
2010,00ASGU,Hillingdon,Northwood Hills,"Blundell, Joan",Lab,1144,False,4,2,1,7
2010,00ASGU,Hillingdon,Northwood Hills,"Honeygold, Derek J.",Lib Dem,1002,False,5,4,1,7
2010,00ASGU,Hillingdon,Northwood Hills,"Halsall, Philip",Lab,857,False,6,3,2,7
2010,00ASGU,Hillingdon,Northwood Hills,"Morgan, Terry",Lab,777,False,7,6,3,7
2010,00ASGW,Hillingdon,Pinkwell,"Dhillon, Jazz",Lab,3025,True,1,2,1,9
2010,00ASGW,Hillingdon,Pinkwell,"Sandhu, Avtar S.",Lab,2981,True,2,8,3,9
2010,00ASGW,Hillingdon,Pinkwell,"Lakhmana, Kuldeep K.",Lab,2810,True,3,3,2,9
2010,00ASGW,Hillingdon,Pinkwell,"Nicholson, Geraldine",Cons,1524,False,4,7,2,9
2010,00ASGW,Hillingdon,Pinkwell,"Moffatt, Nigel P.",Cons,1414,False,5,5,1,9
2010,00ASGW,Hillingdon,Pinkwell,"Singh, Malkiat",Cons,1359,False,6,9,3,9
2010,00ASGW,Hillingdon,Pinkwell,"Little, Tony",Lib Dem,926,False,7,4,2,9
2010,00ASGW,Hillingdon,Pinkwell,"Bennett, Geoffrey",Lib Dem,818,False,8,1,1,9
2010,00ASGW,Hillingdon,Pinkwell,"Monk, Audrey P.",Lib Dem,732,False,9,6,3,9
2010,00ASGX,Hillingdon,South Ruislip,"Harper-O`Neill, Shirley A.",Cons,2517,True,1,3,1,9
